bookID,title,author,rating,pages
18353,Anas Nin,Deirdre Bair,3.99,672
18362,The Diary of Anas Nin Vol. 6,Anas Nin,4.13,432
18365,Nearer the Moon,Anas Nin,4.23,396
18366,The Early Diary of Anas Nin Vol. 3,Anas Nin,4.18,320
18373,Flowers for Algernon,Daniel Keyes,4.12,311
18380,Algernon Charlie and I,Daniel Keyes,4.06,223
18384,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11,256
18385,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,400
18392,The Lost Years of Merlin,T.A. Barron,3.98,304
18394,The Mirror of Merlin,T.A. Barron,4.06,288
18395,The Wings of Merlin,T.A. Barron,4.11,288
18405,Gone with the Wind,Margaret Mitchell,4.29,1037
18412,The Wind Done Gone,Alice Randall,3.07,224
18413,Utopia,Thomas More,3.53,200
18419,The Kissing Hand,Audrey Penn,4.43,32
18420,Hands of Light,Barbara Ann Brennan,4.27,320
18422,Gifted Hands,Ben Carson,4.21,224
18425,Shake Hands with the Devil,Romo Dallaire,4.24,563
18427,In the Name of Love and Other True Cases,Ann Rule,4.04,414
18431,The Rule of Four,Ian Caldwell,3.23,450
18432,The Real Rule of Four,Joscelyn Godwin,3.46,208
18438,Time For Kids,David Bjerklie,3.97,32
18448,Death of a Celebrity,M.C. Beaton,3.84,274
18449,The Best of the Journal of Irreproducible Results,George H. Scherr,4.32,195
18455,The Spy Who Loved Me,Ian Fleming,3.4,198
18461,Conversations with Jerzy Kosinski,Jerzy Kosiski,3.69,242
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21,40
18488,Frankenstein or the Modern Prometheus,Mary Wollstonecraft Shelley,3.79,324
18489,Frankenstein,Mary Wollstonecraft Shelley,3.79,336
18496,Mary Shelley,Anne K. Mellor,3.9,308
18500,The Faerie Queene,Edmund Spenser,3.79,575
18518,The Diary of Virginia Woolf Volume One,Virginia Woolf,4.32,356
18519,The Diary of Virginia Woolf Volume Five,Virginia Woolf,4.5,424
18520,The Diary of Virginia Woolf Volume Three,Virginia Woolf,4.42,408
18525,Dr. Faustus,Christopher Marlowe,3.8,64
18533,Doctor Faustus and Other Plays,Christopher Marlowe,3.98,503
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,126
18547,King Lear Macbeth Indefinition and Tragedy,Stephen Booth,4.11,180
18549,A Break with Charity,Ann Rinaldi,3.79,320
18553,The Cay,Theodore Taylor,3.76,156
18556,The Queen of Whale Cay,Kate Summerscale,3.69,256
18561,Everest,Broughton Coburn,4.03,256
18564,The Summit,Gordon Korman,3.96,154
18576,Everything on a Waffle,Polly Horvath,3.72,150
18579,Summer of my German Soldier,Bette Greene,3.68,240
18596,By Myself and Then Some,Lauren Bacall,3.95,512
18600,Touching the Void,Joe Simpson,4.22,218
18603,The Mercy of Thin Air,Ronlyn Domingue,3.83,336
18610,Thin Air,Robert B. Parker,3.9,320
18615,Princess Sultana's Daughters,Jean Sasson,3.89,229
18628,The State of the Art,Iain M. Banks,3.84,188
18630,The Player of Games,Iain M. Banks,4.27,293
18631,Feersum Endjinn,Iain M. Banks,3.82,311
18637,Use of Weapons,Iain M. Banks,4.18,389
18639,Two Girls Fat and Thin,Mary Gaitskill,3.64,320
18640,Three Novels & Five Short Stories,Daphne du Maurier,4.12,677
18646,Galileo's Daughter,Dava Sobel,3.76,420
18653,Shop in the Name of Love,Deborah Gregory,3.64,132
18683,Meeting God at Every Turn,Catherine Marshall,4.36,256
18699,My Life,Bill Clinton,3.73,957
18700,My Life Volume I,Bill Clinton,3.82,646
18710,Murder on the Yellow Brick Road,Stuart M. Kaminsky,3.63,192
18718,Down the Yellow Brick Road,Doug McClelland,3.92,159
18722,Alentejo Blue,Monica Ali,2.72,304
18723,Brick Lane,Monica Ali,3.41,432
18728,No Ordinary Time,Doris Kearns Goodwin,4.18,633
18736,Going to Pieces Without Falling Apart,Mark Epstein,3.9,200
18741,One More For The Road,Ray Bradbury,3.69,289
18745,Female Chauvinist Pigs,Ariel Levy,3.68,236
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,433
18750,Beauty's Punishment,A.N. Roquelaure,3.62,233
18753,The World's Last Night,C.S. Lewis,4.18,132
18757,Last Night,James Salter,3.9,132
18758,The Last Night of Ballyhoo,Alfred Uhry,3.71,96
18761,Civilization and Its Discontents,Sigmund Freud,3.78,192
18765,I Claudius,Robert Graves,4.27,468
18770,The Modern Mind,Peter Watson,4.26,847
18771,Origins of the Modern Mind,Merlin Donald,4.16,424
18772,Beyond the Post-Modern Mind,Huston Smith,4.24,295
18790,The Portable Faulkner,William Faulkner,4.29,650
18792,One Matchless Time,Jay Parini,3.97,528
18795,The Guermantes Way,Marcel Proust,4.3,834
18799,Sodom and Gomorrah,Marcel Proust,4.35,557
18800,In Search of Lost Time Vol. 2,Marcel Proust,4.57,888
18801,The Captive & The Fugitive,Marcel Proust,4.39,957
18802,Finding Time Again,Marcel Proust,4.49,374
18803,The Way by Swanns,Marcel Proust,4.14,489
18807,Dostoevsky,Joseph Frank,4.56,800
18815,Dostoevsky Kierkegaard Nietzsche and Kafka,William Hubben,3.57,192
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin,4.34,334
18825,Money,Martin Amis,3.71,394
18826,House of Meetings,Martin Amis,3.41,241
18828,The Rachel Papers,Martin Amis,3.59,240
18829,Yellow Dog,Martin Amis,2.79,352
18831,Success,Martin Amis,3.66,224
18832,Koba the Dread,Martin Amis,3.83,306
18833,Dead Babies,Martin Amis,3.32,206
18834,Beginning Again,Leonard Woolf,3.81,263
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,72
18839,Orlando,Virginia Woolf,3.87,228
18840,The Common Reader,Virginia Woolf,4.16,272
18843,Women and Writing,Virginia Woolf,4.07,216
18849,The Letters of Virginia Woolf,Virginia Woolf,4.48,576
18850,On Being Ill,Virginia Woolf,4.02,63
18852,The Years,Virginia Woolf,3.77,444
18854,Three Guineas,Virginia Woolf,3.87,352
18860,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift,4.26,64
18861,The Eagle,Cynthia Rylant,4.08,64
18862,The Storm,Cynthia Rylant,4.18,80
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43,258
18874,The Poet the Warrior the Prophet,Rubem A. Alves,4.43,148
18877,The Warrior Prophet,R. Scott Bakker,3.95,624
18878,The Belgariad Vol. 1,David Eddings,4.28,644
18879,The Belgariad Vol. Two,David Eddings,4.39,483
18880,The Younger Gods,David Eddings,3.34,420
18881,The Malloreon Vol. 1,David Eddings,4.34,816
18882,The Malloreon Vol. 2,David Eddings,4.36,528
18884,Polgara the Sorceress,David Eddings,4.09,754
18888,Mistress of Magic,Marion Zimmer Bradley,4.12,14
18892,The Forest House,Marion Zimmer Bradley,3.86,462
18902,Book of Nightmares,John Peel,4.12,192
18906,The Nightmare Room,R.L. Stine,3.88,432
18910,The Parallax View,Slavoj iek,4,433
18911,Looking Awry,Slavoj iek,4.04,188
18913,The Puppet and the Dwarf,Slavoj iek,3.85,196
18923,Zizek,Sarah Kay,3.46,195
18926,Conversations with iek,Slavoj iek,3.88,171
18929,Marcovaldo,Italo Calvino,3.89,128
18930,The Uses of Literature,Italo Calvino,4.07,341
18931,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,288
18937,In the Beginning...Was the Command Line,Neal Stephenson,3.8,151
18942,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,277
18943,Confessions of an Ugly Stepsister,Gregory Maguire,3.53,372
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,362
18952,The Rediscovery of Man,Cordwainer Smith,4.14,368
18956,Homicide,David Simon,4.38,646
18957,The Corner,David Simon,4.43,576
18959,El Libertador,Simn Bolvar,3.84,288
18962,Hands Collected,Simon Perchik,4.25,566
18963,Morgoth's Ring,J.R.R. Tolkien,4.13,478
18964,The War of the Jewels,J.R.R. Tolkien,3.93,470
18967,The Sillymarillion,Donald Lloyd,3.54,192
18981,Hayao Miyazaki,Helen McCarthy,3.93,240
18984,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson,4.32,64
18990,The Honourable Schoolboy,John le Carr,3.95,589
19022,Valparaiso,Don DeLillo,3.33,107
19040,No More Water in the Tub,Tedd Arnold,3.95,32
19041,Big Red Tub,Julia Jarman,4.03,32
19043,Tabby in the Tub,Ben M. Baglio,3.96,139
19052,June Bug,Jess Lourey,3.56,229
19056,Wickett's Remedy,Myla Goldberg,3.27,370
19057,I Am the Messenger,Markus Zusak,4.07,357
19062,Getting the Girl,Markus Zusak,3.7,256
19063,The Book Thief,Markus Zusak,4.37,552
19065,Fighting Ruben Wolfe,Markus Zusak,3.84,224
19066,Underdog,Markus Zusak,3.38,153
19067,Nicomachean Ethics,Aristotle,3.94,352
19068,The Nicomachean Ethics,Aristotle,3.94,329
19075,Madame Bovary,Gustave Flaubert,3.67,327
19083,Politics,Aristotle,3.94,368
19084,Aristotle's Ethics,SparkNotes,3,80
19088,The Politics and The Constitution of Athens,Aristotle,3.98,327
19090,Middlemarch,George Eliot,3.96,848
19099,Silas Marner,George Eliot,3.64,279
19103,The Complete Tales of Nikolai Gogol Volume 1,Nikolai Gogol,4.32,302
19106,The Nose,Nikolai Gogol,3.89,31
19108,Dead Souls,Nikolai Gogol,3.99,445
19117,Fathers and Sons,Ivan Turgenev,3.96,244
19118,Father to Son,Warren Murphy,4.11,349
19124,Children of the Star,Sylvia Engdahl,4.24,728
19125,From Far Away,Robert Munsch,4,33
19126,From Far Away Vol. 01,Kyoko Hikawa,4.31,200
19129,Silos Politics and Turf Wars,Patrick Lencioni,4.05,224
19134,Moral Politics,George Lakoff,4.03,471
19144,Prodigal Blues,Gary A. Braunbeck,4.25,304
19148,The Divine Comedy Vol. I,Dante Alighieri,4,432
19152,The Divine Comedy I,Dante Alighieri,4,347
19155,The Divine Comedy Vol. 1,Dante Alighieri,4,432
19156,Could Do Better,Harvey P. Mandel,3.8,291
19165,Dante Alighieri's Divine Comedy the Inferno,Dante Alighieri,4,101
19166,The Portable Dante,Dante Alighieri,4.22,654
19171,Purgatorio,Dante Alighieri,4.02,413
19172,The Divine Comedy Vol. 3,Dante Alighieri,3.95,433
19173,The Divine Comedy Vol. 2,Dante Alighieri,4.02,399
19176,Vita Nuova,Dante Alighieri,3.87,210
19178,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,3.94,76
19179,Beowulf,Unknown,3.44,160
19193,Seamus Heaney,Helen Vendler,4.07,208
19199,The Spirit Level,Seamus Heaney,4.14,82
19243,New Selected Poems 1966-1987,Seamus Heaney,4.19,246
19254,Finders Keepers,Seamus Heaney,4.15,432
19259,Electric Light,Seamus Heaney,3.94,81
19295,Ten Days to Self-Esteem,David D. Burns,3.96,336
19298,The Swords of Night and Day,David Gemmell,4.32,640
19302,Pippi Longstocking,Astrid Lindgren,4.13,160
19307,Pippi in the South Seas,Astrid Lindgren,4.11,126
19308,Pippi Goes on Board,Astrid Lindgren,4.12,140
19311,The Children of Noisy Village,Astrid Lindgren,4.29,128
19312,The Brothers Lionheart,Astrid Lindgren,4.36,231
19313,Christmas in Noisy Village,Astrid Lindgren,4.18,32
19314,Ronia the Robber's Daughter,Astrid Lindgren,4.3,176
19315,Happy Times in Noisy Village,Astrid Lindgren,4.3,128
19318,The Tomten,Astrid Lindgren,4.24,32
19319,Lotta on Troublemaker Street,Astrid Lindgren,3.98,55
19321,The Tale of Peter Rabbit,Beatrix Potter,4.18,72
19323,Tale of Peter Rabbit,Beatrix Potter,4.18,80
19331,Beatrix Potter's Journal,Beatrix Potter,4.36,32
19333,The World of Peter Rabbit,Beatrix Potter,4.62,1072
19335,Beatrix Potter,Linda Lear,4.03,584
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,58
19350,The Epic of Gilgamesh,Anonymous,3.68,127
19353,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,3.82,384
19354,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,3.95,280
19361,The Scarlet Letter and Other Writings,Nathaniel Hawthorne,3.59,443
19373,Mark Twain's Adventures of Huckleberry Finn,Mark Twain,3.82,264
19377,Collected Tales Sketches Speeches & Essays 18521890,Mark Twain,4.29,1120
19379,Mark Twain's Own Autobiography,Mark Twain,3.8,301
19382,Candide and Other Stories,Voltaire,3.94,301
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers,3.4,80
19390,Philosophical Dictionary,Voltaire,4.09,400
19393,What Is Goth,Aurelio Voltaire,4.1,96
19397,The Real Trial of Oscar Wilde,Merlin Holland,4.04,384
19398,Complete Shorter Fiction,Oscar Wilde,4.15,288
19399,The Unmasking of Oscar Wilde,Joseph Pearce,4.25,412
19400,The Decline and Fall of the Roman Empire,Edward Gibbon,3.98,1312
19409,The Christians and the Fall of Rome,Edward Gibbon,3.56,96
19411,The Portable Gibbon,Edward Gibbon,3.98,691
19412,They Cage the Animals at Night,Jennings Michael Burch,4.32,304
19413,The Quilter's Homecoming,Jennifer Chiaverini,4.04,320
19416,Absolutely Normal Chaos,Sharon Creech,3.92,201
19428,The Abominable Snowman Doesn't Roast Marshmallows,Debbie Dadey,3.82,96
19430,Santa Claus Doesn't Mop Floors,Debbie Dadey,3.75,80
19432,Angels Don't Know Karate,Debbie Dadey,3.8,67
19433,Werewolves Don't Run for President,Debbie Dadey,3.84,96
19435,Vampires Don't Wear Polka Dots,Debbie Dadey,3.81,80
19436,Werewolves Don't Go to Summer Camp,Debbie Dadey,3.82,96
19437,Phantoms Don't Drive Sports Cars,Debbie Dadey,3.76,80
19439,My Perfect Life,Dyan Sheldon,3.32,208
19444,Be Happy or I'll Scream,Sheri Lynch,3.71,240
19445,A Guide to the Words of My Perfect Teacher,Ngawang Pelzang,4.61,336
19448,All-American Girl,Meg Cabot,3.74,398
19452,Ready or Not,Meg Cabot,3.4,238
19462,The Perfect Score,Julie Kenner,3.24,240
19469,The Face on the Milk Carton,Caroline B. Cooney,3.73,192
19474,Teen Angst,Ned Vizzini,3.9,279
19475,It's Kind of a Funny Story,Ned Vizzini,4.13,444
19476,Be More Chill,Ned Vizzini,3.68,287
19483,Collected Prose,Paul Auster,4.04,528
19484,Hand to Mouth,Paul Auster,3.62,176
19485,The Book of Illusions,Paul Auster,3.85,336
19501,Eat Pray Love,Elizabeth Gilbert,3.55,368
19506,The World as Will and Representation Vol. 1,Arthur Schopenhauer,4.19,534
19508,The Schopenhauer Cure,Irvin D. Yalom,4.22,358
19510,Essays and Aphorisms,Arthur Schopenhauer,4.17,240
19511,Essay on the Freedom of the Will,Arthur Schopenhauer,4.15,128
19512,Schopenhauer,Christopher Janaway,3.81,137
19528,The Mandarins,Simone de Beauvoir,4.14,752
19534,The Brothers K,David James Duncan,4.38,645
19542,Where the Wild Things Are,Maurice Sendak,4.22,40
19552,Essentials of Classic Italian Cooking,Marcella Hazan,4.16,704
19560,The Italians,Luigi Barzini,3.83,352
19563,Peking to Paris,Luigi Barzini,3.79,308
19564,The Lost Lunar Baedeker,Mina Loy,4.17,256
19571,Paris Was Yesterday 1925-1939,Janet Flanner,3.85,264
19578,Lost Boy Lost Girl,Peter Straub,3.48,368
19580,Shadowland,Peter Straub,3.91,468
19581,Ghost Story,Peter Straub,3.95,567
19593,Floating Dragon,Peter Straub,3.84,595
19595,The Color of Water,James McBride,4.09,328
19596,Color,Victoria Finlay,3.78,464
19599,Vincent's Colors,Vincent van Gogh,4.16,48
19605,Flinx's Folly,Alan Dean Foster,3.94,288
19608,The Doctor's House,Ann Beattie,2.96,288
19610,Chilly Scenes of Winter,Ann Beattie,3.91,288
19613,What Life Was Like in the Realm of Elizabeth,Time-Life Books,3.72,144
19614,What Life Was Like In the Age of Chivalry,Denise Dersin,3.77,168
19615,What Life Was Like on the Banks of the Nile,Denise Dersin,4,192
19617,What Life Was Like at the Rebirth of Genius,Richard Stapleford,4,168
19618,What Life Was Like Among Druids and High Kings,Robin Chapman Stacey,3.64,144
19619,What Life Was Like Amid Splendor and Intrigue,Ellen Anker,3.68,144
19620,What Life Was Like in the Time of War and Peace,Time-Life Books,3.75,144
19621,What Life Was Like in the Jewel in the Crown,Time-Life Books,3.66,168
19631,Birds of America,Lorrie Moore,4.11,291
19633,Self-Help,Lorrie Moore,4.2,176
19634,Who Will Run the Frog Hospital,Lorrie Moore,3.79,160
19661,Family Matters,Rohinton Mistry,4.02,500
19662,Tales from Firozsha Baag Jan 01 2002 Mistry Rohinton,Rohinton Mistry,3.94,250
19668,Without Remorse,Tom Clancy,4.18,750
19670,Debt of Honor,Tom Clancy,4.05,990
19671,The Archimedes Effect,Steve Perry,3.98,336
19672,Hidden Agendas,Steve Perry,3.76,366
19673,Marine,Tom Clancy,3.83,336
19674,The Teeth of the Tiger,Tom Clancy,3.64,625
19675,Executive Orders,Tom Clancy,4.06,1273
19676,State of War,Steve Perry,3.86,384
19677,Every Man a Tiger,Tom Clancy,3.75,640
19679,Wild Card,Jerome Preisler,3.96,352
19681,Carrier,Tom Clancy,3.82,368
19682,Cloak and Dagger,John Helfers,4,208
19683,Cybernation,Steve Perry,3.76,368
19684,Virtual Vandals,Diane Duane,4.01,192
19685,Cutting Edge,Jerome Preisler,3.86,432
19686,Mission of Honor,Jeff Rovin,3.91,432
19687,The Bear and the Dragon,Tom Clancy,3.82,1137
19688,Breaking Point,Steve Perry,3.7,368
19689,Airborne,Tom Clancy,3.77,326
19707,Red Rabbit,Tom Clancy,3.67,640
19712,John Deere Farm Tractors,Randy Leffingwell,4.22,192
19764,Corvette,Randy Leffingwell,4.06,384
19768,Tough to Tackle,Matt Christopher,3.87,139
19780,Complete Guide to OneNote,W. Frederick Zimmerman,4.25,412
19786,The Goon Show Volume 4,NOT A BOOK,5,2
19787,The Goon Show,NOT A BOOK,4.43,2
19788,The Goon Show Volume 11,NOT A BOOK,5,2
19794,The Echo Maker,Richard Powers,3.38,451
19795,Power vs. Force,David R. Hawkins,4.2,341
19797,The Power of Art,Simon Schama,3.88,448
19801,Goodbye Darkness,William Manchester,4.18,401
19802,A World Lit Only by Fire,William Manchester,3.85,322
19803,The Last Lion 2,William Manchester,4.48,756
19807,The Glory and the Dream,William Manchester,4.43,1397
19808,The Last Lion,William Manchester,4.42,992
19818,Moon-Flash,Patricia A. McKillip,3.74,304
19819,Harrowing the Dragon,Patricia A. McKillip,3.94,308
19820,Cygnet,Patricia A. McKillip,4.07,406
19822,Solstice Wood,Patricia A. McKillip,3.76,278
19823,Od Magic,Patricia A. McKillip,3.98,315
19844,25 Ways to Win with People,John C. Maxwell,4.11,208
19847,Winning with People Workbook,John C. Maxwell,4.22,256
19858,Thornhold,Elaine Cunningham,3.67,384
19859,The Best of the Realms,Elaine Cunningham,3.98,345
19885,Changeling Storytellers Guide,Mark Hunter,3.36,139
19888,The Blood Wood,FASA Corporation,3.71,152
19894,Basin and Range,John McPhee,4.19,240
19897,The Deltoid Pumpkin Seed,John McPhee,3.95,192
19898,Assembling California,John McPhee,4.17,294
19908,Master of Swords,Angela Knight,4.2,294
19909,Master of the Night,Angela Knight,3.88,296
19910,Master of Wolves,Angela Knight,4.17,294
19911,Captive Dreams,Angela Knight,3.91,336
19912,Master of Dragons,Angela Knight,4.22,293
19913,Master of the Moon,Angela Knight,4.14,336
19914,Jane's Warlord,Angela Knight,3.97,320
19916,Over The Moon,Angela Knight,3.9,330
19949,Mr. and Mistress,Heidi Betts,3.37,185
19961,Artesia Volume 1,Mark Smylie,3.98,192
19981,Law of Enclosures,Dale Peck,3.65,320
19983,The Drift House,Dale Peck,3.65,437
19997,Through a Brazen Mirror,Delia Sherman,3.37,100
19998,The Porcelain Dove,Delia Sherman,3.41,416
20001,Interfictions,Delia Sherman,3.77,291
20002,The Fall of the Kings,Ellen Kushner,3.65,510
20019,Killing Time,Cynthia Harrod-Eagles,3.98,280
20021,The Tangled Thread,Cynthia Harrod-Eagles,4.32,474
20022,The Flood-Tide,Cynthia Harrod-Eagles,4.25,428
20023,The White Road,Cynthia Harrod-Eagles,4.27,480
20024,The Maiden,Cynthia Harrod-Eagles,4.27,413
20025,The Oak Apple,Cynthia Harrod-Eagles,4.18,403
20026,The Emperor,Cynthia Harrod-Eagles,4.28,512
20051,The Nature of the Child,Jerome Kagan,3.42,352
20059,Confessions of a Pagan Nun,Kate Horsley,3.87,191
20071,Westminster Abby,Micol Ostow,3.41,192
20074,Changelings,Anne McCaffrey,3.77,320
20075,Dragon's Fire,Anne McCaffrey,3.98,366
20076,Maelstrom,Anne McCaffrey,3.88,237
20086,The Mark of the Crown,Jude Watson,3.73,131
20117,Joy Within,Joan Goldstein,4.38,144
20118,Butch,Manuela Soares,3.62,64
20126,Expository Writing,Tara McCarthy,4.33,88
20127,Persuasive Writing,Tara MacCarthy,3.2,64
20157,McDougal Littell Science,McDougal Littell,2,972
20164,Daisy Bates,Grif Stockley,3.55,340
20174,The Loftier Way,Blaine M. Yorgason,3.78,131
20179,A Higher Justice,James Scott Bell,4.26,303
20181,Plot & Structure,James Scott Bell,4.1,234
20182,Deadlock,James Scott Bell,3.96,319
20183,Breach of Promise,James Scott Bell,4,345
20219,Keats's Poetry and Prose,John Keats,4.3,673
20233,A False Mirror,Charles Todd,4.02,384
20234,Wings of Fire,Charles Todd,3.99,323
20235,A Cold Treachery,Charles Todd,4.15,416
20236,The Murder Stone,Charles Todd,3.83,416
20237,Legacy of the Dead,Charles Todd,4.15,356
20238,A Fearsome Doubt,Charles Todd,4.04,384
20239,Watchers of Time,Charles Todd,3.99,421
20240,Search the Dark,Charles Todd,4.01,310
20249,Hunters of Dune,Brian Herbert,3.65,524
20250,The Battle Of Corrin,Brian Herbert,3.74,624
20252,House Corrino,Brian Herbert,3.68,667
20253,House Harkonnen,Brian Herbert,3.67,733
20258,Doctor Who Short Trips,Gary Russell,3.38,246
20264,Gerontius,James Hamilton-Paterson,3.74,272
20287,Hellstrom's Hive,Frank Herbert,3.69,312
20315,The Dark City,Max Allan Collins,3.88,233
20316,Bullet Proof,Max Allan Collins,3.98,197
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.5,907
20327,West To Eden,Gloria Goldreich,3.77,501
20343,The Various,Steve Augarde,3.71,448
20351,Truman Capote,George Plimpton,4.08,498
20367,Ewan McGregor,Brian J. Robb,2.8,144
20381,Shadow Twin,Gardner Dozois,3.57,114
20408,The Complete Stories of Robert Louis Stevenson,Robert Louis Stevenson,4.13,818
20410,The Complete Short Stories Of Robert Louis Stevenson,Robert Louis Stevenson,4.21,720
20413,A Child's Garden of Verses,Robert Louis Stevenson,4.3,67
20417,Have Space SuitWill Travel,Robert A. Heinlein,3.9,276
20420,Practicalities,Marguerite Duras,3.98,143
20423,India Song,Marguerite Duras,3.57,146
20424,Clown,Quentin Blake,3.98,32
20425,The Spiral Stair,Joan Aiken,4.33,62
20429,A Near Thing for Captain Najork,Russell Hoban,4.18,32
20498,Reptiles and Amphibians,Mark O'Shea,4,256
20501,The Camera,Ansel Adams,4.16,195
20502,The Negative,Ansel Adams,4.4,265
20505,The Print,Ansel Adams,4.37,203
20509,The Changing Status of the Artist,Emma Barker,3.93,260
20517,Vicars of Christ,Charles A. Coulombe,3.94,492
20518,The Big Bing,Stanley Bing,3.11,368
20519,What Would Machiavelli Do,Stanley Bing,3.45,176
20525,William James,Robert D. Richardson Jr.,4.25,622
20531,Cliffs Notes on Wright's Black Boy,Carl Senna,3.75,56
20547,The Wit and Wisdom of Abraham Lincoln,Abraham Lincoln,4.15,96
20549,Speeches and Writings 18321858,Abraham Lincoln,4.36,898
20552,Selected Speeches and Writings,Abraham Lincoln,4.22,515
20562,George Eliot,Kathryn Hughes,4.05,416
20564,The Mill on the Floss,George Eliot,3.79,579
20567,Scenes of Clerical Life,George Eliot,3.78,310
20645,Terry Jones' Medieval Lives,Terry Jones,4.02,240
20646,Terry Jones' Fairy Tales,Terry Jones,4.25,160
20657,Some Ether,Nick Flynn,4.16,85
20660,Tin House,Chris Adrian,3.9,224
20661,A Note Slipped Under the Door,Nick Flynn,4.12,256
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,288
20671,Monkeyluv,Robert M. Sapolsky,4.17,209
20677,Literary Criticism Vol. 1,Henry James,4.26,1504
20679,Advanced Statistics Demystified,Larry J. Stephens,4,324
20687,Lilly's Big Day,Kevin Henkes,4.2,40
20692,Chester's Way,Kevin Henkes,4.22,32
20694,Julius the Baby of the World,Kevin Henkes,4.28,32
20738,Forms of Talk,Erving Goffman,3.81,344
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,288
20749,Study Bible,Anonymous,4.7,2198
20775,My Lord Eternity,Debbie Raleigh,3.73,256
20781,Aesop's Fables,Aesop,4.05,80
20794,Once A Wolf,Stephen R. Swinburne,4.06,48
20800,Conversations with Don DeLillo,Don DeLillo,4.06,183
20807,Inventing America,Garry Wills,3.93,432
20810,Venice,Garry Wills,3.76,416
20812,Four Weddings and a Funeral,Richard Curtis,3.75,128
20813,Halloween,Richard Curtis,4.13,166
20833,Janet My Mother and Me,William Murray,3.5,320
20848,Catch That Pass,Matt Christopher,3.91,130
20862,Divide and Conquer,Jeff Rovin,3.8,372
20865,Death Match,Diane Duane,4.17,192
20867,Line of Control,Jeff Rovin,3.86,384
20868,Sea of Fire,Jeff Rovin,3.89,400
20869,One is the Loneliest Number,Diane Duane,3.95,182
20876,The Omega Cage,Steve Perry,3.78,256
20879,The 97th Step,Steve Perry,4.22,304
20891,A Friar's Bloodfeud,Michael Jecks,4.1,500
20895,Death Ship of Dartmouth,Michael Jecks,4.06,352
20913,The John Deere Two-Cylinder Tractor Encyclopedia,Don Macmillan,4.75,256
20928,Phantoms,Rosalind M. Greenberg,3.38,270
20929,Fantasy Gone Wrong,Martin H. Greenberg,3.45,309
20930,The Ghosts in Baker Street,Martin H. Greenberg,3.58,320
20932,Christmas Bestiary,Martin H. Greenberg,3.62,315
20934,Black Cats and Broken Mirrors,John Helfers,3.38,320
20935,Time Twisters,Jean Rabe,3.36,306
20941,The Western Canon,Harold Bloom,3.86,546
20942,Shakespeare,Harold Bloom,4.02,745
20944,The American Religion,Harold Bloom,3.76,305
20949,American Caesar,William Manchester,4.15,811
20954,Winchester Shotguns,Dennis Adler,5,372
20957,Colossians and Philemon,R. McL. Wilson,5,512
20962,Maurice Sendak's Seven Little Monsters,Arthur Yorinks,2.75,24
20971,Meditations for Manifesting,Wayne W. Dyer,4.02,1
20972,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27,288
21004,Michael Smith Elements of Style,Michael S. Smith,4.17,212
21010,Spares,Michael Marshall Smith,4.13,317
21012,One of Us,Michael Marshall Smith,4.04,368
21016,The Secret City,Chris Archer,4.11,184
21029,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom,4.17,688
21031,When Nietzsche Wept,Irvin D. Yalom,4.32,310
21032,Existential Psychotherapy,Irvin D. Yalom,4.39,544
21059,Crown of Stars,Kate Elliott,3.91,609
21060,Crown Duel,Sherwood Smith,4.19,471
21062,A Rose for the Crown,Anne Easter Smith,4.02,650
21063,The Bloody Crown of Conan,Robert E. Howard,4.3,366
21070,Rough Crossings,Simon Schama,3.98,496
21071,Landscape and Memory,Simon Schama,4.17,672
21073,The Embarrassment of Riches,Simon Schama,4.06,720
21075,Citizens,Simon Schama,3.99,825
21089,The Feelings Book,Lynda Madison,4.16,104
21091,A Smart Girl's Guide to Money,Nancy Holyoke,4.14,95
21093,What Would You Do,Patti Kelley Criswell,4.26,63
21107,The Halloween Activity Book,Mymi Doinet,2,32
21114,The Capricorn Stone,Madeleine Brent,3.91,346
